year,start,end,current,coverage.fixtures.events,coverage.fixtures.lineups,coverage.fixtures.statistics_fixtures,coverage.fixtures.statistics_players,coverage.standings,coverage.players,coverage.top_scorers,coverage.top_assists,coverage.top_cards,coverage.injuries,coverage.predictions,coverage.odds,league
2015,2014-07-21,2015-08-09,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 23, 'name': 'EAFF E-1 Football Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/23.png'}"
2017,2016-06-30,2017-12-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 23, 'name': 'EAFF E-1 Football Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/23.png'}"
2019,2018-09-02,2019-12-18,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 23, 'name': 'EAFF E-1 Football Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/23.png'}"
2021,2022-07-19,2022-07-27,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 23, 'name': 'EAFF E-1 Football Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/23.png'}"
2015,2014-10-07,2015-04-26,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2016,2016-01-27,2016-04-23,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2017,2017-01-27,2017-05-07,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2018,2018-01-20,2018-05-20,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2019,2019-01-27,2019-05-11,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2020,2020-02-15,2020-03-01,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2021,2022-06-04,2022-08-11,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 27, 'name': 'OFC Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/27.png'}"
2015,2015-07-16,2015-07-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2016,2016-07-23,2016-07-23,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2017,2017-07-22,2017-07-22,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2018,2018-07-22,2018-07-22,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2019,2019-07-20,2019-07-20,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2020,2021-07-17,2021-07-17,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2021,2022-07-17,2022-07-17,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 519, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/519.png'}"
2015,2015-09-30,2015-09-30,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2016,2016-09-16,2016-09-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2017,2017-07-23,2017-07-23,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2018,2018-01-26,2018-01-26,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2019,2019-03-23,2019-03-23,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2020,2021-03-21,2021-03-21,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2021,2021-11-18,2021-11-18,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2022,2022-01-23,2022-01-23,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 527, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/527.png'}"
2015,2015-01-17,2015-02-08,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 6, 'name': 'Africa Cup of Nations', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/6.png'}"
2017,2017-01-14,2017-02-05,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 6, 'name': 'Africa Cup of Nations', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/6.png'}"
2019,2017-03-22,2019-07-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 6, 'name': 'Africa Cup of Nations', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/6.png'}"
2021,2022-01-09,2022-02-06,True,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 6, 'name': 'Africa Cup of Nations', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/6.png'}"
2015,2015-06-11,2015-07-04,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 9, 'name': 'Copa America', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/9.png'}"
2016,2016-06-04,2016-06-27,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 9, 'name': 'Copa America', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/9.png'}"
2019,2019-06-15,2019-07-07,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 9, 'name': 'Copa America', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/9.png'}"
2021,2021-06-13,2021-07-11,True,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 9, 'name': 'Copa America', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/9.png'}"
2015,2015-07-18,2015-07-18,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 925, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/925.png'}"
2015,2015-03-21,2015-10-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2016,2016-03-25,2016-10-24,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2017,2017-03-25,2017-11-14,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2018,2018-03-17,2018-11-09,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2019,2019-03-09,2019-11-18,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2020,2020-03-07,2020-11-02,False,True,True,True,True,True,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2021,2021-04-24,2021-11-28,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2022,2022-03-12,2022-12-01,True,True,True,False,False,True,False,False,False,False,False,True,True,"{'id': 255, 'name': 'USL Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/255.png'}"
2015,2015-10-28,2016-06-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2016,2016-11-12,2017-06-24,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2017,2017-11-04,2018-07-16,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2018,2018-10-27,2019-07-07,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2019,2019-12-01,2020-06-14,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2020,2020-12-12,2021-05-27,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2021,2021-10-17,2022-06-28,True,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 363, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/363.png'}"
2015,2015-08-08,2015-11-07,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2016,2016-08-06,2016-11-05,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2017,2017-08-05,2017-11-04,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2018,2018-08-04,2019-04-13,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2019,2019-08-03,2020-04-09,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2020,2020-08-29,2021-06-05,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2021,2021-08-07,2022-04-09,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2022,2022-08-06,2023-04-10,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 122, 'name': '2nd Division - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/122.png'}"
2015,2015-08-07,2015-11-07,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2016,2016-08-05,2016-11-05,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2017,2017-08-04,2017-11-04,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2018,2018-08-04,2019-04-13,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2019,2019-08-02,2020-04-09,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2020,2020-08-28,2021-06-05,True,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 123, 'name': '2nd Division - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/123.png'}"
2015,2015-09-12,2016-05-21,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2016,2016-08-20,2017-05-20,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2017,2017-08-26,2018-05-28,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2018,2019-05-28,2019-05-28,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2019,2019-05-28,2020-07-26,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2020,2020-09-06,2021-07-18,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2021,2021-09-27,2022-06-26,True,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 567, 'name': 'Ligi kuu Bara', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/567.png'}"
2016,2016-07-16,2016-07-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2017,2017-07-09,2017-07-09,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2018,2018-07-14,2018-07-14,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2019,2019-07-06,2019-07-06,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2020,2021-04-15,2021-04-15,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2021,2021-07-10,2021-07-10,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2022,2022-07-09,2022-07-09,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 555, 'name': 'Supercupa', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/555.png'}"
2016,2016-08-14,2016-08-17,False,True,True,True,False,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2017,2017-08-13,2017-08-16,False,True,True,True,True,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2018,2018-08-12,2018-08-12,False,True,True,True,True,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2019,2020-01-08,2020-01-12,False,True,True,True,True,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2020,2021-01-13,2021-01-17,False,True,True,True,True,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2021,2022-01-12,2022-01-16,False,True,True,True,True,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2022,2023-01-11,2023-01-11,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 556, 'name': 'Super Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/556.png'}"
2016,2016-03-06,2016-12-04,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2017,2017-03-05,2017-11-12,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2018,2018-03-11,2018-11-18,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2019,2019-03-17,2019-12-01,False,False,False,False,False,False,True,True,True,True,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2020,2020-03-15,2020-11-29,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2021,2021-03-14,2021-12-05,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2022,2022-03-13,2022-11-20,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 497, 'name': 'Japan Football League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/497.png'}"
2016,2016-08-05,2017-06-17,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2017,2017-08-05,2018-06-16,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2018,2018-08-03,2019-06-15,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2019,2019-08-02,2020-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2020,2020-08-14,2021-05-22,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2021,2021-08-06,2022-06-18,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2022,2022-08-06,2022-11-26,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 127, 'name': 'Denmark Series - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/127.png'}"
2016,2016-04-16,2016-11-06,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2017,2017-04-13,2017-11-04,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2018,2018-04-07,2018-11-10,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2019,2019-04-06,2019-11-02,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2020,2020-06-14,2020-11-29,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2021,2021-04-02,2021-11-21,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2022,2022-04-02,2022-11-06,True,True,True,False,False,True,False,False,False,False,False,True,True,"{'id': 563, 'name': 'Ettan - Norra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/563.png'}"
2016,2016-04-16,2016-11-05,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2017,2017-04-14,2017-11-04,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2018,2018-04-07,2018-11-10,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2019,2019-04-06,2019-11-02,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2020,2020-06-14,2020-11-28,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2021,2021-04-02,2021-11-20,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2022,2022-04-02,2022-11-05,True,True,True,False,False,True,False,False,False,False,False,True,True,"{'id': 564, 'name': 'Ettan - Södra', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/564.png'}"
2016,2016-03-11,2016-10-29,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2017,2017-04-08,2017-10-21,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2018,2018-04-07,2018-11-06,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2019,2019-04-06,2019-11-05,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2020,2020-03-06,2020-10-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2021,2021-03-16,2021-11-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2022,2022-03-05,2022-08-26,True,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 569, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/569.png'}"
2016,2016-08-06,2017-04-15,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2017,2017-08-12,2018-04-14,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2018,2018-08-11,2019-04-13,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2019,2019-08-10,2020-03-28,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2020,2020-08-08,2021-05-29,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2021,2021-08-13,2022-05-28,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2022,2022-08-06,2022-11-12,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 317, 'name': '1st League - RS', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/317.png'}"
2016,2016-08-06,2017-06-03,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 316, 'name': '1st League - FBiH', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/316.png'}"
2017,2017-08-05,2018-06-02,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 316, 'name': '1st League - FBiH', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/316.png'}"
2018,2018-08-11,2019-06-01,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 316, 'name': '1st League - FBiH', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/316.png'}"
2019,2019-08-10,2020-03-22,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 316, 'name': '1st League - FBiH', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/316.png'}"
2020,2020-08-08,2021-06-05,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 316, 'name': '1st League - FBiH', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/316.png'}"
