year,start,end,current,coverage.fixtures.events,coverage.fixtures.lineups,coverage.fixtures.statistics_fixtures,coverage.fixtures.statistics_players,coverage.standings,coverage.players,coverage.top_scorers,coverage.top_assists,coverage.top_cards,coverage.injuries,coverage.predictions,coverage.odds,league
2008,2008-06-07,2008-06-29,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 4, 'name': 'Euro Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/4.png'}"
2012,2012-06-08,2012-07-01,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 4, 'name': 'Euro Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/4.png'}"
2016,2016-06-10,2016-07-10,False,True,True,True,True,True,False,False,False,False,False,True,False,"{'id': 4, 'name': 'Euro Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/4.png'}"
2020,2019-03-21,2021-07-11,True,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 4, 'name': 'Euro Championship', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/4.png'}"
2009,2009-06-14,2009-06-28,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 21, 'name': 'Confederations Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/21.png'}"
2013,2013-06-15,2013-06-30,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 21, 'name': 'Confederations Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/21.png'}"
2017,2017-06-17,2017-07-02,True,True,True,True,False,False,True,True,True,True,False,True,False,"{'id': 21, 'name': 'Confederations Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/21.png'}"
2010,2010-08-07,2011-05-29,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2011,2011-08-06,2012-05-20,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2012,2012-08-10,2013-05-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2013,2013-08-09,2014-05-17,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2014,2014-08-08,2015-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2015,2015-08-07,2016-05-14,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2016,2016-08-12,2017-05-20,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2017,2017-08-04,2018-05-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2018,2018-08-10,2019-05-24,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2019,2019-08-09,2020-05-23,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2020,2020-08-21,2021-05-30,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2021,2021-08-06,2022-05-29,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2022,2022-08-05,2023-06-03,True,False,False,False,False,True,True,True,True,True,False,True,True,"{'id': 61, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/61.png'}"
2010,2010-07-30,2011-05-16,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2011,2011-07-29,2012-05-20,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2012,2012-07-28,2013-05-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2013,2013-07-26,2014-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2014,2014-07-25,2015-05-31,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2015,2015-07-24,2016-05-29,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2016,2016-07-29,2017-05-21,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2017,2017-07-28,2018-05-20,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2018,2018-07-27,2019-05-19,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2019,2019-07-26,2020-03-15,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2020,2020-08-08,2021-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2021,2021-07-23,2022-05-29,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2022,2022-07-22,2023-04-21,True,True,True,True,True,True,True,True,True,True,False,True,True,"{'id': 144, 'name': 'Jupiler Pro League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/144.png'}"
2010,2010-05-08,2010-11-28,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2011,2011-05-21,2011-12-04,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2012,2012-05-19,2012-12-02,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2013,2013-05-25,2013-12-08,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2014,2014-04-19,2014-12-07,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2015,2015-05-09,2015-12-06,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2016,2016-05-14,2016-12-11,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2017,2017-05-13,2017-12-03,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2018,2018-04-14,2018-12-02,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2019,2019-04-27,2019-12-08,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2020,2020-08-08,2021-02-26,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2021,2021-05-29,2021-12-10,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2022,2022-04-10,2022-11-13,True,True,True,True,True,True,True,True,True,True,False,True,True,"{'id': 71, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/71.png'}"
2010,2010-08-14,2011-05-17,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2011,2011-08-13,2012-05-13,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2012,2012-08-18,2013-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2013,2013-08-17,2014-05-11,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2014,2014-08-16,2015-05-24,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2015,2015-08-08,2016-05-17,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2016,2016-08-13,2017-05-21,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2017,2017-08-11,2018-05-13,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2018,2018-08-10,2019-05-12,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2019,2019-08-09,2020-07-26,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2020,2020-09-12,2021-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2021,2021-08-13,2022-05-22,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2022,2022-08-05,2023-05-28,True,False,False,False,False,True,True,True,True,True,False,True,True,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}"
2010,2010-08-20,2011-05-14,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2011,2011-08-05,2012-05-05,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2012,2012-08-24,2013-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2013,2013-08-09,2014-05-10,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2014,2014-08-22,2015-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2015,2015-08-14,2016-05-14,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2016,2016-08-26,2017-05-20,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2017,2017-08-18,2018-05-12,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2018,2018-08-24,2019-05-27,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2019,2019-08-16,2020-07-06,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2020,2020-09-18,2021-05-29,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2021,2021-08-13,2022-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2022,2022-08-05,2023-05-27,True,False,False,False,False,True,True,True,True,True,False,True,True,"{'id': 78, 'name': 'Bundesliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/78.png'}"
2010,2010-08-28,2011-05-22,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2011,2011-09-09,2012-05-13,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2012,2012-08-25,2013-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2013,2013-08-24,2014-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2014,2014-08-30,2015-05-31,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2015,2015-08-22,2016-05-15,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2016,2016-08-20,2017-05-28,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2017,2017-08-19,2018-05-20,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2018,2018-08-18,2019-05-26,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2019,2019-08-24,2020-08-02,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2020,2020-09-19,2021-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2021,2021-08-21,2022-05-22,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2022,2022-08-13,2023-06-04,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 135, 'name': 'Serie A', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/135.png'}"
2010,2010-08-06,2011-05-29,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2011,2011-08-05,2012-05-20,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2012,2012-08-10,2013-05-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2013,2013-08-02,2014-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2014,2014-08-08,2015-05-31,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2015,2015-08-08,2016-05-22,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2016,2016-08-05,2017-05-28,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2017,2017-08-11,2018-05-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2018,2018-08-10,2019-05-28,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2019,2019-08-02,2020-05-10,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2020,2020-09-12,2021-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2021,2021-08-13,2022-05-29,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2022,2022-08-05,2023-05-28,True,False,False,False,False,False,True,True,True,True,False,True,True,"{'id': 88, 'name': 'Eredivisie', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/88.png'}"
2010,2010-08-13,2011-05-14,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2011,2011-08-12,2012-05-12,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2012,2012-08-17,2013-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2013,2013-08-16,2014-05-11,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2014,2014-08-15,2015-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2015,2015-08-14,2016-05-15,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2016,2016-08-12,2017-05-21,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2017,2017-08-06,2018-05-13,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2018,2018-08-10,2019-05-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2019,2019-08-09,2020-07-26,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2020,2020-09-18,2021-05-30,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2021,2021-08-06,2022-05-29,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2022,2022-08-07,2023-05-28,True,False,False,False,False,False,True,True,True,True,False,True,True,"{'id': 94, 'name': 'Primeira Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/94.png'}"
2010,2010-08-28,2011-05-21,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2011,2011-08-27,2012-05-13,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2012,2012-08-18,2013-06-01,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2013,2013-08-17,2014-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2014,2014-08-23,2015-05-23,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2015,2015-08-21,2016-05-15,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2016,2016-08-19,2017-05-21,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2017,2017-08-18,2018-05-20,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2018,2018-08-17,2019-05-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2019,2019-08-16,2020-07-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2020,2020-09-12,2021-05-23,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2021,2021-08-13,2022-05-22,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2022,2022-08-12,2023-06-04,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 140, 'name': 'La Liga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/140.png'}"
2010,2010-08-14,2011-05-10,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2011,2011-07-23,2012-05-13,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2012,2012-08-04,2013-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2013,2013-08-02,2014-05-11,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2014,2014-08-09,2015-05-24,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2015,2015-08-01,2016-05-15,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2016,2016-08-06,2017-05-21,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2017,2017-08-05,2018-05-13,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2018,2018-08-04,2019-05-19,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2019,2019-08-03,2020-04-05,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2020,2020-08-01,2021-05-24,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
